forest,plan,year,live_carbon_t_per_ha,soil_carbon_t_per_ha,product_carbon_t_per_ha,substitution_credit_t_carbon_per_ha,total_co2e_t_per_ha
old-growth coastal conifer reserve,extended_50_year,96,171.4846,130.7666,46.3488,9.2558,1312.1384
old-growth coastal conifer reserve,extended_50_year,97,171.9348,130.7711,45.7724,9.1548,1311.3216
old-growth coastal conifer reserve,extended_50_year,98,172.3846,130.7756,45.2058,9.0553,1310.5446
old-growth coastal conifer reserve,extended_50_year,99,172.8338,130.7801,44.6488,8.9572,1309.8064
old-growth coastal conifer reserve,extended_50_year,100,173.2825,130.7846,44.1013,8.8605,1309.1062
old-growth coastal conifer reserve,current_40_year,0,244.0,128.0,0.0,0.0,1364.0
old-growth coastal conifer reserve,current_40_year,1,244.4309,128.0043,0.0,0.0,1365.5959
old-growth coastal conifer reserve,current_40_year,2,244.856,128.0086,0.0,0.0,1367.1702
old-growth coastal conifer reserve,current_40_year,3,245.2754,128.0128,0.0,0.0,1368.7233
old-growth coastal conifer reserve,current_40_year,4,245.6891,128.0169,0.0,0.0,1370.2553
old-growth coastal conifer reserve,current_40_year,5,246.0972,128.021,0.0,0.0,1371.7665
old-growth coastal conifer reserve,current_40_year,6,246.4997,128.025,0.0,0.0,1373.2572
old-growth coastal conifer reserve,current_40_year,7,246.8967,128.029,0.0,0.0,1374.7275
old-growth coastal conifer reserve,current_40_year,8,247.2883,128.0329,0.0,0.0,1376.1778
old-growth coastal conifer reserve,current_40_year,9,247.6746,128.0367,0.0,0.0,1377.6082
old-growth coastal conifer reserve,current_40_year,10,248.0555,128.0406,0.0,0.0,1379.019
old-growth coastal conifer reserve,current_40_year,11,248.4313,128.0443,0.0,0.0,1380.4104
old-growth coastal conifer reserve,current_40_year,12,248.8018,128.048,0.0,0.0,1381.7826
old-growth coastal conifer reserve,current_40_year,13,249.1672,128.0517,0.0,0.0,1383.136
old-growth coastal conifer reserve,current_40_year,14,249.5276,128.0553,0.0,0.0,1384.4706
old-growth coastal conifer reserve,current_40_year,15,249.883,128.0588,0.0,0.0,1385.7867
old-growth coastal conifer reserve,current_40_year,16,250.2334,128.0623,0.0,0.0,1387.0845
old-growth coastal conifer reserve,current_40_year,17,250.579,128.0658,0.0,0.0,1388.3643
old-growth coastal conifer reserve,current_40_year,18,250.9198,128.0692,0.0,0.0,1389.6262
old-growth coastal conifer reserve,current_40_year,19,251.2558,128.0726,0.0,0.0,1390.8706
old-growth coastal conifer reserve,current_40_year,20,251.5871,128.0759,0.0,0.0,1392.0975
old-growth coastal conifer reserve,current_40_year,21,251.9137,128.0791,0.0,0.0,1393.3072
old-growth coastal conifer reserve,current_40_year,22,252.2358,128.0824,0.0,0.0,1394.4998
old-growth coastal conifer reserve,current_40_year,23,252.5533,128.0855,0.0,0.0,1395.6757
old-growth coastal conifer reserve,current_40_year,24,252.8663,128.0887,0.0,0.0,1396.835
old-growth coastal conifer reserve,current_40_year,25,253.175,128.0917,0.0,0.0,1397.9779
old-growth coastal conifer reserve,current_40_year,26,253.4792,128.0948,0.0,0.0,1399.1046
old-growth coastal conifer reserve,current_40_year,27,253.7791,128.0978,0.0,0.0,1400.2153
old-growth coastal conifer reserve,current_40_year,28,254.0747,128.1007,0.0,0.0,1401.3101
old-growth coastal conifer reserve,current_40_year,29,254.3662,128.1037,0.0,0.0,1402.3893
old-growth coastal conifer reserve,current_40_year,30,254.6534,128.1065,0.0,0.0,1403.4531
old-growth coastal conifer reserve,current_40_year,31,254.9365,128.1094,0.0,0.0,1404.5017
old-growth coastal conifer reserve,current_40_year,32,255.2156,128.1122,0.0,0.0,1405.5351
old-growth coastal conifer reserve,current_40_year,33,255.4906,128.1149,0.0,0.0,1406.5537
old-growth coastal conifer reserve,current_40_year,34,255.7617,128.1176,0.0,0.0,1407.5576
old-growth coastal conifer reserve,current_40_year,35,256.0289,128.1203,0.0,0.0,1408.5469
old-growth coastal conifer reserve,current_40_year,36,256.2921,128.1229,0.0,0.0,1409.5218
old-growth coastal conifer reserve,current_40_year,37,256.5516,128.1255,0.0,0.0,1410.4826
old-growth coastal conifer reserve,current_40_year,38,256.8072,128.1281,0.0,0.0,1411.4293
old-growth coastal conifer reserve,current_40_year,39,257.0591,128.1306,0.0,0.0,1412.3622
old-growth coastal conifer reserve,current_40_year,40,257.3073,128.1331,0.0,0.0,1413.2814
old-growth coastal conifer reserve,current_40_year,41,128.7759,130.9686,115.8983,18.196,1444.076
old-growth coastal conifer reserve,current_40_year,42,129.3221,130.9741,111.608,17.8709,1429.1753
old-growth coastal conifer reserve,current_40_year,43,129.8637,130.9795,107.7766,17.5632,1416.0042
old-growth coastal conifer reserve,current_40_year,44,130.4007,130.9848,104.3359,17.2707,1404.3043
old-growth coastal conifer reserve,current_40_year,45,130.9332,130.9902,101.2281,16.9916,1393.8578
old-growth coastal conifer reserve,current_40_year,46,131.4611,130.9954,98.4049,16.7243,1384.4813
old-growth coastal conifer reserve,current_40_year,47,131.9844,131.0007,95.8253,16.4677,1376.0197
old-growth coastal conifer reserve,current_40_year,48,132.5031,131.0059,93.4549,16.2205,1368.3426
old-growth coastal conifer reserve,current_40_year,49,133.017,131.011,91.2644,15.9819,1361.3394
old-growth coastal conifer reserve,current_40_year,50,133.5263,131.0161,89.2294,15.751,1354.9171
old-growth coastal conifer reserve,current_40_year,51,134.0309,131.0211,87.3291,15.5271,1348.9968
old-growth coastal conifer reserve,current_40_year,52,134.5307,131.0261,85.5458,15.3096,1343.5118
old-growth coastal conifer reserve,current_40_year,53,135.0258,131.0311,83.8648,15.0981,1338.4058
old-growth coastal conifer reserve,current_40_year,54,135.5161,131.036,82.2733,14.892,1333.6308
old-growth coastal conifer reserve,current_40_year,55,136.0016,131.0408,80.7609,14.6911,1329.1462
old-growth coastal conifer reserve,current_40_year,56,136.4823,131.0457,79.3183,14.4949,1324.9175
old-growth coastal conifer reserve,current_40_year,57,136.9582,131.0504,77.9379,14.3031,1320.9153
old-growth coastal conifer reserve,current_40_year,58,137.4292,131.0551,76.6131,14.1156,1317.1146
old-growth coastal conifer reserve,current_40_year,59,137.8954,131.0598,75.3383,13.9321,1313.4938
old-growth coastal conifer reserve,current_40_year,60,138.3566,131.0644,74.1088,13.7524,1310.0347
old-growth coastal conifer reserve,current_40_year,61,138.8181,131.069,72.9204,13.5763,1306.7404
old-growth coastal conifer reserve,current_40_year,62,139.2797,131.0736,71.7695,13.4036,1303.5972
old-growth coastal conifer reserve,current_40_year,63,139.7415,131.0782,70.6533,13.2343,1300.5935
old-growth coastal conifer reserve,current_40_year,64,140.2034,131.0829,69.569,13.0682,1297.7192
old-growth coastal conifer reserve,current_40_year,65,140.6655,131.0875,68.5143,12.9051,1294.9654
old-growth coastal conifer reserve,current_40_year,66,141.1276,131.0921,67.4874,12.745,1292.3246
old-growth coastal conifer reserve,current_40_year,67,141.59,131.0967,66.4864,12.5878,1289.79
old-growth coastal conifer reserve,current_40_year,68,142.0524,131.1014,65.5099,12.4334,1287.3556
old-growth coastal conifer reserve,current_40_year,69,142.5149,131.106,64.5565,12.2816,1285.0162
old-growth coastal conifer reserve,current_40_year,70,142.9775,131.1106,63.625,12.1325,1282.7671
old-growth coastal conifer reserve,current_40_year,71,143.4402,131.1152,62.7144,11.9859,1280.6043
old-growth coastal conifer reserve,current_40_year,72,143.903,131.1199,61.8237,11.8418,1278.5238
old-growth coastal conifer reserve,current_40_year,73,144.3658,131.1245,60.952,11.7001,1276.5224
old-growth coastal conifer reserve,current_40_year,74,144.8288,131.1291,60.0987,11.5607,1274.5969
old-growth coastal conifer reserve,current_40_year,75,145.2917,131.1337,59.2631,11.4237,1272.7447
old-growth coastal conifer reserve,current_40_year,76,145.7547,131.1384,58.4443,11.2889,1270.963
old-growth coastal conifer reserve,current_40_year,77,146.2177,131.143,57.642,11.1562,1269.2495
old-growth coastal conifer reserve,current_40_year,78,146.6807,131.1476,56.8555,11.0257,1267.6019
old-growth coastal conifer reserve,current_40_year,79,147.1438,131.1523,56.0844,10.8973,1266.0183
old-growth coastal conifer reserve,current_40_year,80,147.6068,131.1569,55.3281,10.7709,1264.4968
old-growth coastal conifer reserve,current_40_year,81,74.0349,132.7903,121.2177,21.1076,1280.2189
old-growth coastal conifer reserve,current_40_year,82,74.3839,132.7938,118.0233,20.7983,1268.6642
old-growth coastal conifer reserve,current_40_year,83,74.734,132.7973,115.1064,20.5008,1258.1745
old-growth coastal conifer reserve,current_40_year,84,75.0851,132.8008,112.4273,20.2139,1248.5997
old-growth coastal conifer reserve,current_40_year,85,75.4373,132.8043,109.9526,19.9366,1239.8133
old-growth coastal conifer reserve,current_40_year,86,75.7906,132.8079,107.6541,19.6679,1231.7084
old-growth coastal conifer reserve,current_40_year,87,76.145,132.8114,105.5078,19.407,1224.1947
old-growth coastal conifer reserve,current_40_year,88,76.5005,132.815,103.4938,19.1533,1217.1959
old-growth coastal conifer reserve,current_40_year,89,76.857,132.8185,101.5949,18.9061,1210.6474
old-growth coastal conifer reserve,current_40_year,90,77.2147,132.8221,99.7967,18.6651,1204.4945
old-growth coastal conifer reserve,current_40_year,91,77.5734,132.8257,98.087,18.4297,1198.6907
old-growth coastal conifer reserve,current_40_year,92,77.9331,132.8293,96.4554,18.1995,1193.1968
old-growth coastal conifer reserve,current_40_year,93,78.294,132.8329,94.8932,17.9743,1187.9792
old-growth coastal conifer reserve,current_40_year,94,78.6558,132.8365,93.3928,17.7537,1183.0094
old-growth coastal conifer reserve,current_40_year,95,79.0188,132.8401,91.948,17.5376,1178.2632
old-growth coastal conifer reserve,current_40_year,96,79.3828,132.8438,90.5531,17.3257,1173.7197
old-growth coastal conifer reserve,current_40_year,97,79.7479,132.8474,89.2036,17.1177,1169.3612
old-growth coastal conifer reserve,current_40_year,98,80.114,132.8511,87.8956,16.9136,1165.1723
old-growth coastal conifer reserve,current_40_year,99,80.4812,132.8548,86.6255,16.7131,1161.1399
old-growth coastal conifer reserve,current_40_year,100,80.8495,132.8584,85.3903,16.5161,1157.2527
old-growth coastal conifer reserve,short_30_year,0,244.0,128.0,0.0,0.0,1364.0
old-growth coastal conifer reserve,short_30_year,1,244.4309,128.0043,0.0,0.0,1365.5959
old-growth coastal conifer reserve,short_30_year,2,244.856,128.0086,0.0,0.0,1367.1702
old-growth coastal conifer reserve,short_30_year,3,245.2754,128.0128,0.0,0.0,1368.7233
old-growth coastal conifer reserve,short_30_year,4,245.6891,128.0169,0.0,0.0,1370.2553
old-growth coastal conifer reserve,short_30_year,5,246.0972,128.021,0.0,0.0,1371.7665
old-growth coastal conifer reserve,short_30_year,6,246.4997,128.025,0.0,0.0,1373.2572
old-growth coastal conifer reserve,short_30_year,7,246.8967,128.029,0.0,0.0,1374.7275
old-growth coastal conifer reserve,short_30_year,8,247.2883,128.0329,0.0,0.0,1376.1778
old-growth coastal conifer reserve,short_30_year,9,247.6746,128.0367,0.0,0.0,1377.6082
old-growth coastal conifer reserve,short_30_year,10,248.0555,128.0406,0.0,0.0,1379.019
old-growth coastal conifer reserve,short_30_year,11,248.4313,128.0443,0.0,0.0,1380.4104
old-growth coastal conifer reserve,short_30_year,12,248.8018,128.048,0.0,0.0,1381.7826
old-growth coastal conifer reserve,short_30_year,13,249.1672,128.0517,0.0,0.0,1383.136
old-growth coastal conifer reserve,short_30_year,14,249.5276,128.0553,0.0,0.0,1384.4706
old-growth coastal conifer reserve,short_30_year,15,249.883,128.0588,0.0,0.0,1385.7867
old-growth coastal conifer reserve,short_30_year,16,250.2334,128.0623,0.0,0.0,1387.0845
old-growth coastal conifer reserve,short_30_year,17,250.579,128.0658,0.0,0.0,1388.3643
old-growth coastal conifer reserve,short_30_year,18,250.9198,128.0692,0.0,0.0,1389.6262
old-growth coastal conifer reserve,short_30_year,19,251.2558,128.0726,0.0,0.0,1390.8706
old-growth coastal conifer reserve,short_30_year,20,251.5871,128.0759,0.0,0.0,1392.0975
old-growth coastal conifer reserve,short_30_year,21,251.9137,128.0791,0.0,0.0,1393.3072
old-growth coastal conifer reserve,short_30_year,22,252.2358,128.0824,0.0,0.0,1394.4998
old-growth coastal conifer reserve,short_30_year,23,252.5533,128.0855,0.0,0.0,1395.6757
old-growth coastal conifer reserve,short_30_year,24,252.8663,128.0887,0.0,0.0,1396.835
old-growth coastal conifer reserve,short_30_year,25,253.175,128.0917,0.0,0.0,1397.9779
old-growth coastal conifer reserve,short_30_year,26,253.4792,128.0948,0.0,0.0,1399.1046
old-growth coastal conifer reserve,short_30_year,27,253.7791,128.0978,0.0,0.0,1400.2153
old-growth coastal conifer reserve,short_30_year,28,254.0747,128.1007,0.0,0.0,1401.3101
old-growth coastal conifer reserve,short_30_year,29,254.3662,128.1037,0.0,0.0,1402.3893
old-growth coastal conifer reserve,short_30_year,30,254.6534,128.1065,0.0,0.0,1403.4531
old-growth coastal conifer reserve,short_30_year,31,107.0733,131.3624,130.1196,18.542,1419.357
old-growth coastal conifer reserve,short_30_year,32,107.6342,131.368,124.0511,18.149,1397.7416
old-growth coastal conifer reserve,short_30_year,33,108.1916,131.3735,118.6978,17.7816,1378.8298
old-growth coastal conifer reserve,short_30_year,34,108.7454,131.3791,113.9516,17.4364,1362.2125
old-growth coastal conifer reserve,short_30_year,35,109.2957,131.3846,109.7212,17.1106,1347.5445
old-growth coastal conifer reserve,short_30_year,36,109.8424,131.39,105.9299,16.8019,1334.5356
old-growth coastal conifer reserve,short_30_year,37,110.3854,131.3955,102.513,16.5081,1322.9406
old-growth coastal conifer reserve,short_30_year,38,110.9247,131.4009,99.4158,16.2276,1312.5531
old-growth coastal conifer reserve,short_30_year,39,111.4603,131.4062,96.5925,15.9589,1303.1989
old-growth coastal conifer reserve,short_30_year,40,111.9921,131.4115,94.0041,15.7007,1294.731
old-growth coastal conifer reserve,short_30_year,41,112.5201,131.4168,91.618,15.452,1287.0253
old-growth coastal conifer reserve,short_30_year,42,113.0442,131.4221,89.4064,15.2119,1279.9769
old-growth coastal conifer reserve,short_30_year,43,113.5645,131.4273,87.3461,14.9795,1273.4972
old-growth coastal conifer reserve,short_30_year,44,114.0808,131.4324,85.4173,14.7543,1267.511
old-growth coastal conifer reserve,short_30_year,45,114.5931,131.4376,83.6032,14.5357,1261.9548
old-growth coastal conifer reserve,short_30_year,46,115.1014,131.4426,81.8896,14.3231,1256.7748
old-growth coastal conifer reserve,short_30_year,47,115.6057,131.4477,80.2647,14.1161,1251.9251
old-growth coastal conifer reserve,short_30_year,48,116.1059,131.4527,78.7181,13.9143,1247.3668
old-growth coastal conifer reserve,short_30_year,49,116.602,131.4576,77.2411,13.7175,1243.0669
old-growth coastal conifer reserve,short_30_year,50,117.094,131.4626,75.8265,13.5253,1238.997
old-growth coastal conifer reserve,short_30_year,51,117.5818,131.4674,74.4678,13.3374,1235.133
old-growth coastal conifer reserve,short_30_year,52,118.0653,131.4723,73.1598,13.1538,1231.4541
old-growth coastal conifer reserve,short_30_year,53,118.5447,131.4771,71.8977,12.974,1227.9427
old-growth coastal conifer reserve,short_30_year,54,119.0198,131.4818,70.6776,12.7981,1224.5834
old-growth coastal conifer reserve,short_30_year,55,119.4906,131.4865,69.4961,12.6258,1221.3629
old-growth coastal conifer reserve,short_30_year,56,119.957,131.4912,68.3502,12.4569,1218.2699
old-growth coastal conifer reserve,short_30_year,57,120.4192,131.4958,67.2375,12.2914,1215.2942
old-growth coastal conifer reserve,short_30_year,58,120.8769,131.5004,66.1555,12.1291,1212.4273
old-growth coastal conifer reserve,short_30_year,59,121.3303,131.5049,65.1025,11.97,1209.6613
old-growth coastal conifer reserve,short_30_year,60,121.7792,131.5094,64.0766,11.8138,1206.9897
old-growth coastal conifer reserve,short_30_year,61,51.336,133.0735,125.4618,20.5505,1211.5471
old-growth coastal conifer reserve,short_30_year,62,51.603,133.0762,121.5764,20.2117,1197.0466
old-growth coastal conifer reserve,short_30_year,63,51.871,133.0789,118.0571,19.8878,1183.9476
old-growth coastal conifer reserve,short_30_year,64,52.1401,133.0816,114.8508,19.5773,1172.0496
old-growth coastal conifer reserve,short_30_year,65,52.4104,133.0843,111.913,19.2788,1161.1836
old-growth coastal conifer reserve,short_30_year,66,52.6817,133.087,109.206,18.9908,1151.207
old-growth coastal conifer reserve,short_30_year,67,52.9541,133.0897,106.6979,18.7126,1141.9993
old-growth coastal conifer reserve,short_30_year,68,53.2276,133.0925,104.3619,18.4431,1133.4586
old-growth coastal conifer reserve,short_30_year,69,53.5023,133.0952,102.1752,18.1816,1125.4988
old-growth coastal conifer reserve,short_30_year,70,53.778,133.098,100.1186,17.9274,1118.0472
old-growth coastal conifer reserve,short_30_year,71,54.0548,133.1007,98.1759,17.68,1111.042
old-growth coastal conifer reserve,short_30_year,72,54.3327,133.1035,96.3332,17.4389,1104.4308
old-growth coastal conifer reserve,short_30_year,73,54.6118,133.1063,94.5789,17.2037,1098.1692
old-growth coastal conifer reserve,short_30_year,74,54.8919,133.1091,92.903,16.9739,1092.2194
old-growth coastal conifer reserve,short_30_year,75,55.1732,133.1119,91.2971,16.7493,1086.5491
old-growth coastal conifer reserve,short_30_year,76,55.4555,133.1147,89.754,16.5296,1081.1309
old-growth coastal conifer reserve,short_30_year,77,55.739,133.1176,88.2674,16.3146,1075.9414
old-growth coastal conifer reserve,short_30_year,78,56.0236,133.1204,86.8322,16.1039,1070.9602
old-growth coastal conifer reserve,short_30_year,79,56.3093,133.1233,85.4437,15.8974,1066.1703
old-growth coastal conifer reserve,short_30_year,80,56.5961,133.1261,84.0982,15.695,1061.5566
old-growth coastal conifer reserve,short_30_year,81,56.884,133.129,82.7922,15.4964,1057.1062
old-growth coastal conifer reserve,short_30_year,82,57.173,133.1319,81.5229,15.3016,1052.808
old-growth coastal conifer reserve,short_30_year,83,57.4632,133.1348,80.2877,15.1104,1048.6522
old-growth coastal conifer reserve,short_30_year,84,57.7544,133.1377,79.0844,14.9226,1044.6304
old-growth coastal conifer reserve,short_30_year,85,58.0468,133.1407,77.9112,14.7382,1040.7349
old-growth coastal conifer reserve,short_30_year,86,58.3403,133.1436,76.7662,14.557,1036.9594
